Number of Elements,Standard Merge Sort Time (in ns),Parallel Merge Sort Time (in ns),Partially Parallel Merge Sort Time (in ns),Java Parallel Merge Sort Time (in ns)
229292,20166400,5858200,10893200,1181800
235606,20489300,6043300,5878500,1160600
114845,10266500,3493300,3806300,579200
857989,83772200,20501300,26670400,3823900
831650,81434000,19691800,19550800,3839700
712380,69263400,22151800,14229400,3127000
426460,38355900,10209400,9653400,2038400
62083,5612700,2539900,3052100,352400
898729,90084900,22233600,18894500,4158000
741115,71158200,22592800,14583400,3312800
757331,72642300,17950900,15501000,3317900
726759,70641900,22194400,15674900,3216200
89127,7524600,2973700,3471300,471300
513835,48182900,12967800,12063000,2436800
423947,38821100,10343600,10852500,1953300
780150,75083700,18360300,20997100,3507800
845071,83221300,20979700,16430400,3793100
553105,52077100,18494900,12021600,2545200
524675,48779200,13239600,12289900,2395100
151944,13509300,4334500,4524900,656600
953604,90810500,27018500,19159900,4343400
913045,85804300,27266700,18750200,4153700
654949,62370400,16112900,14383900,3148400
35346,3026100,2526400,5571700,268200
97173,8407300,3305600,3843100,521200
267610,24372500,7230100,6870000,1329300
111771,9671300,3353200,4074100,548700
120656,10345700,3548800,4527300,607500
795047,75807600,20059200,21437500,3549000
868927,84352100,21182200,18210300,4846500
851835,88480400,19723200,18209200,3813800
457807,42009700,11144800,10073900,2187900
489584,46166700,11763800,11412100,2307900
71986,6378200,2684600,3287500,363700
428190,38254900,10615900,9830200,1911800
855060,88748500,21012900,17162100,4030200
794719,76971000,23935400,16325100,3753900
848492,83208400,20419500,16729400,3716900
883662,90726300,21345700,17974400,4370800
399917,36357800,10193000,16588200,1930200
909402,85628200,21461900,18528700,4188500
304717,27447500,13401200,7184300,1394500
577501,55054000,14780900,12711300,2707300
996818,96344100,27974000,19205400,4513200
616351,58705600,14925800,12790600,2794100
117012,10051600,9059400,4087600,557800
233555,20443600,5938500,6264300,1137100
679222,64828100,15929700,13804600,3048100
578124,55022800,19253300,13060100,2482100
728250,71277100,17476800,15124900,3378700
364671,38121300,8867800,8481500,1734800
197680,17646400,5354700,5485900,996200
498042,45883900,11853200,10630600,2329500
873900,90145500,21155200,17653200,24906200
790382,75436600,24174900,17032800,3520800
576129,55046700,13894300,12371500,2682400
86403,7259000,3101300,3682500,451600
994148,101093200,24223100,20381900,4577500
710714,68678900,22748800,15395500,3246700
669889,65080700,16737000,14299700,2922200
130916,11510600,4166400,4192100,609500
525539,54759900,12570600,11331600,2447400
274489,25190500,7371500,7027200,1303000
880171,84423700,26281000,19386300,3968500
975678,93979000,23171500,24818800,4576800
518733,47995700,12446500,11954700,2365400
848663,81703100,24767900,17237600,3813200
495041,46223200,12299900,10755800,2432200
420919,38062000,15753800,9603500,2032300
193376,17275700,5413400,5641700,984600
728510,69814700,17746400,15714600,3328400
449885,41065800,11706200,10625100,2018300
222525,19773700,6034000,6104900,1073400
852370,82189800,25891900,17112400,3677900
458481,41305200,11397000,10158700,3130600
647766,61862400,21501000,14132400,2986700
533995,50858000,13006200,12177200,2590600
178951,16163600,4900900,5363100,880700
765688,79449200,18302200,15552300,3625400
925515,87068200,28870800,21290500,4268100
134212,11641700,4300000,4465800,636800
289516,25798100,7339600,7634000,1391600
251382,22512800,6920800,6450000,1258100
667919,69148200,16869400,13787900,3165000
249435,22470000,6774800,6461700,1297900
180531,16178500,5128600,5423400,950500
139286,12237800,4064300,4688000,691000
670065,69632800,16333700,13925400,3032700
215509,19666300,5941900,6139900,1079100
583787,55523600,20614600,13273500,2593600
989540,95107600,24025600,20524800,4868500
863526,84029100,20662900,17321300,3874500
876871,86966900,26211000,17927300,4093100
786938,74866800,18983800,22122100,3567400
551864,52317000,13696000,12262700,2457400
542165,50549600,13820600,17088400,2552300
835641,82018200,19992700,16611500,3771700
221434,19779900,5952400,6106700,1171100
268812,30670600,7090600,7041900,1401300
904959,85521000,22155300,17904100,3948800
961996,98043500,23259300,19482000,4285100
484846,44765000,18591900,10991200,2247600
934127,88395400,22481100,19553800,4181300
814986,79542400,19226000,17339200,3563900
593847,55741600,19920800,12364800,2730600
526816,48825700,13369200,11862100,2541700
921811,86732600,27093800,19242900,4152600
606441,57878600,15456000,13114400,2772600
301421,26817000,13494900,7486100,1518200
52952,4544700,2392900,3204900,324200
290304,25936400,7223900,7080900,1422200
528297,50027900,12986000,11636500,2335300
987,60000,1551800,2569200,30300
165691,14703100,10208700,5269300,753600
334123,30181100,8452000,8137400,1619600
663193,63736900,15720000,13740600,3099200
185997,16509400,11284900,5474100,964900
198205,17748800,5477400,5751600,988700
186594,16788500,5422400,5465300,926000
494487,46001700,12309000,11248200,2284300
352688,31999000,14950200,8251900,1712900
95876,8305300,3671100,4013700,471800
903262,85712800,21026300,23952800,4109200
264179,24233600,7031600,6659500,1268900
60658,5369600,2530700,3423100,352700
662171,63119900,16003400,14035000,3031400
586363,60983200,13816400,13079500,2773100
73859,6231000,3037400,3602300,375800
661254,63314300,18450800,14119400,3113200
984335,94710100,23259400,19690600,4600800
104835,8733900,4124700,4205400,514000
852099,88967700,21406600,17535800,3870700
173123,15600700,5578200,5201800,779800
4842,329800,1667000,2857300,87400
619878,59204000,20816100,13800500,2800900
343974,31289200,8965600,8427400,1630300
58220,4972500,2501300,3540000,328200
355081,31670500,9281700,8625300,1706200
464838,42848700,11035000,10628400,2114600
447933,40548200,11279900,10254800,2164000
528394,49666300,18171800,11871600,2426400
891356,85096200,21079200,18385100,4097700
746991,72538400,18193200,15595300,3303300
332931,29832700,8689800,8295500,1561000
70326,6293500,2723900,3636400,345600
110586,9374800,9473300,4564900,537200
411620,37681800,10242500,10132800,1830200
459651,42166600,11832400,10744100,2294300
293491,26370100,13956700,7498000,1377300
774943,73976000,18276900,15699900,3406100
618324,58601200,21168700,13510700,2822900
620710,59624900,15209900,12896500,2930200
113015,9765700,3974200,4308100,542500
442947,45535100,10664700,9995400,2103900
196716,17432800,5928100,5896700,1019800
903453,86027800,26943200,18363900,4110200
893450,85494400,21577100,17927900,4010100
870551,85267900,22370800,17962500,3839100
381702,33993200,10000200,14944400,1837000
259367,23703800,6615200,7185800,1332700
509832,47058600,12381400,11331100,2341500
643806,62361900,21141500,13825300,2940100
868030,85771200,21435900,23827700,3837400
527679,49305600,12949500,11843800,2298300
238017,20792200,6493100,6520200,1239800
463206,42657300,11468400,17167900,2118500
212709,19000600,5762600,6113800,1055000
943910,90296900,23549800,27373400,4415900
658303,62407500,15828700,14035300,2968000
13155,993900,2105100,3080000,175200
490191,45300200,12180500,17233200,2236400
390728,35178000,10311300,9131600,1973800
548775,51915800,13422900,11822200,2594600
789926,82721700,19223800,16337300,3701700
801543,77420900,24875500,16325800,3701300
620813,59395200,14659700,13071500,2808200
82936,6783400,3041000,3755000,407600
615807,64646500,14685100,13003900,2886300
942819,90744800,23863900,25060300,4292300
418303,37733300,11972500,9775600,1975400
767281,73442000,23852000,15876200,3608200
128876,10941900,4176000,4589000,606400
836658,80705000,23326400,20329800,3862000
205587,18754100,5863500,6202300,1090700
34895,2806100,2233000,3163400,259600
316028,28234700,7902100,7855300,1533300
89233,7611700,3125500,4260300,453000
102294,9018300,3410800,4437300,482600
900148,85064200,26794300,18614300,4140000
980164,93581900,29221000,20123700,4446600
736349,70926600,17237400,16134500,3357600
395317,35310800,16334400,9350500,1889800
534115,51499600,12929900,12031700,2524100
968765,92302900,31082200,23014000,4334800
50434,4123700,2518800,3498000,294700
628137,59591200,15481400,19452600,3037700
487144,44706500,12053700,11293500,2253100
902393,86235400,27513300,18119500,3982900
751410,73505400,18219500,16810100,4025800
295293,26206800,14027800,8022300,1427300
504213,47051100,12043300,11311500,2398700
442048,39996700,11443700,10565900,8169600
17586,1345100,2157700,3040700,155600
570493,54312000,13662200,12440000,2583200
608294,58141800,14624400,22505500,2924200
744907,72463100,18352900,16560900,3563800
62670,5388200,2920400,3625600,352100
338237,30493700,8449300,15112100,1692200
166406,14567100,4668600,5575600,838700
590556,55548200,15212800,13419500,2719300
13869,1022700,2047400,3159900,180200
997379,96110900,29747700,20521500,4424900
100395,8786400,3744000,4164500,497600
914872,85928400,26977100,19455800,4197800
939775,88995900,21799200,29808700,4338200
342098,38989300,10935800,9041100,1608400
540124,50261700,13382000,12148800,2479100
217794,19782100,6309900,6129000,1093500
801875,84505400,19018100,16395300,3594700
88084,7283600,3302600,3999400,442400
600082,57125000,14412700,13208600,2855800
582774,61227300,13720400,12775900,2672800
386244,34480100,9998200,8930500,1787300
567395,53442300,14393200,19546000,2621500
602300,57546100,14831800,12900800,2852100
75134,6486100,2981700,3922900,364800
706707,68623200,16799400,15049000,3846700
475828,43684400,11671500,10803900,2275100
970973,92908600,23048700,25501800,4320900
717748,69760600,17274100,16380400,3414300
461137,42949600,11891500,10841700,2090300
695264,73354400,16484500,14823600,3190900
520401,48222400,12687200,11694300,2402500
508021,47450700,19053300,11904600,2370000
494643,45693900,12212400,12451300,2259600
595984,56509300,14455700,12846800,2732700
989997,101821900,23349800,21233200,4599100
772126,73902800,24603400,15913500,3529700
135240,11673700,4672300,5123900,718200
696005,67422700,18067900,15072700,3090500
201603,18040300,6087800,6596600,927100
491814,52125100,11643300,11240600,2281900
748358,72274700,18231300,15238200,3495500
191362,16940400,5622300,6103500,989000
159173,14115900,12398600,5554800,815800
924824,87069400,21940700,19542200,4123600
908288,86511000,28032700,18736500,4014600
670550,65736700,16395800,14581000,3105700
419393,38096800,17886100,10365400,2029200
829035,80949000,19938100,17245400,3835800
799860,78259800,26067200,18241500,3479000
248393,22277800,7190000,6852000,1272700
898186,86007000,21937800,26641400,4087700
796031,76336000,19785100,17430100,3759000
305920,27407400,8029800,8248600,1509300
717603,69568100,23601800,15387800,3356000
75191,6193800,2938400,4033500,393600
671031,64555900,15866800,14632500,3044300
866549,91607700,20499400,18094700,3971100
51795,4572400,2816600,3764700,302300
408069,37385900,10641900,10123900,1857400
149677,13227000,4678400,5199700,666700
85316,7340000,3188100,4322000,433100
287043,25973700,8046900,7400000,1403600
621592,59474100,15959600,13624500,2849300
867030,84924800,26842400,17878700,4061900
906389,85938200,22197600,18720600,4045000
776054,81398200,18264900,16393200,3518200
622942,59202300,14915500,13838700,2783500
322420,29405400,16266600,8446400,1528900
637431,60523600,15315100,13511100,2836700
332570,30494000,8476700,8367900,1555400
831572,81283100,26635800,18367000,3924000
156146,13637100,4910400,5424200,787200
993841,95079200,23476300,27829500,4632600
720304,69450500,18161700,15294600,3321000
759395,73600400,24975000,16204700,3599100
98015,8038000,3574800,4458000,467900
936311,88967900,23446800,19438400,4287200
952596,97333300,23628300,19820100,4233300
650466,62567500,15854500,20913100,3142900
130122,11450500,4178500,4901700,602800
524729,48735500,13335900,11784500,2444200
730539,70693900,17744800,16222500,3985100
59263,11637200,2875100,3721800,328600
605878,57713200,14388800,13159900,2810100
524309,49077100,13230100,11862400,2394000
178665,15792300,5591000,6001900,815500
769719,80371700,18853100,17014000,3590000
914106,85987300,21163900,27326100,4192700
774188,74368300,18061400,15743200,3499000
2557,168200,2000100,3173100,89000
824706,80727400,25489900,17442900,3685700
956792,91454400,23149900,19745700,4436100
520529,56124700,12771700,11901700,2436100
580953,55087500,14530500,13237700,2537600
641357,60864300,22229200,14194100,2867600
422391,37830200,11528100,10240400,2044300
663646,63529600,17236900,14425600,3052000
399841,44152000,9928600,9662700,1871500
275743,25318800,7233700,7273400,1426100
408160,37789300,10331800,10406100,2014400
119841,10192500,3780700,4580400,594100
880623,91124500,20960300,18475700,4232900
331485,29704400,8658100,8828400,1572900
81874,7131000,3063800,4067400,394700
33396,2634600,2232200,3455600,244200
645825,62031900,23462000,14719900,3020600
66473,5908500,2928600,3836500,338900
968930,93093600,23334400,20190400,4384700
321962,36376200,8376800,8133500,1639800
69376,6055800,2790000,3866300,375400
258148,23290900,6676400,7149800,1340400
823090,80215000,20040900,24229900,3899800
390757,34695200,10036900,9445200,1993800
292269,25898100,7815700,8190100,1370800
425428,38104900,10501900,10343800,1887900
19884,1509500,2090400,3403300,176700
517189,48934200,19577100,12205200,2605500
802922,77029200,19478400,17009100,3560900
367009,32706900,16542600,9868700,1826100
615964,57969000,15280600,14017000,2859100
729467,70054900,17819000,23811400,3404900
977187,93957100,24432500,20856700,4433200
634746,60768100,22613700,13905700,2959500
11880,887100,2202400,3291300,164700
12539,934800,1932400,3555000,179500
714519,69363500,16759700,15570100,3283500
9877,725200,2196900,3282900,150400
437612,39966000,10722600,17943700,2038400
495760,46397400,12215700,12044500,2379600
106311,9112000,3918200,4471100,532500
266067,24527600,7197500,7523200,1275500
411638,37375800,10350600,9982300,1888000
981193,95014000,24261400,20647500,4507300
482745,44083400,13464100,18249500,2227700
55681,4998700,2812400,3944100,317400
445595,40446400,11028900,10825900,2057800
704273,69317400,16888400,15705100,3157200
606569,64324200,14865900,13897700,2863100
594235,56503400,14980400,13345500,2780600
555956,51943000,20161600,12377700,2722600
502492,46417200,12193700,11431300,2327900
400717,36111000,11205800,9607300,1940500
408811,36657800,17995500,9959500,1957700
443320,40862300,10954100,10707000,2144400
656638,62529700,16651600,13947100,2903100
432836,38722600,17974800,10024200,2046200
618543,57907000,15595000,13218700,2845100
322423,29319300,8673700,9034800,1478800
81622,7234600,3055000,4221000,416400
303642,35150600,7898600,8069500,1575300
137625,12137100,4243000,5116800,629300
444273,39829600,11174800,10686900,2135500
17639,1361000,2199600,3494900,207000
134650,11768200,4234200,5142700,659000
25487,2012900,2059000,7848700,263400
497105,45929600,18866900,11962900,2329400
400583,36090500,10281800,10143900,1939900
520497,48342900,12782000,11952000,2519500
733395,69981300,24677800,16213000,3447700
373257,33988000,9599400,9684300,1703900
318448,28745600,8754700,8846100,1541800
535898,50302900,19944300,12477800,2460000
624157,59221300,15381900,13866500,2942800
833483,80214400,26512800,17658400,3871800
736947,71501300,20388500,16674000,3427100
423084,38310300,11340000,17497800,1948100
778468,74515400,18778200,16584200,3684200
